forces,lengths
189.47699566229736,3.139285809294718
190.32642306283688,3.1461951557913173
214.47832133205557,3.5673480576566066
214.25910838403576,3.5654455620033771
187.04703862149412,3.1124170334282328
219.66169811226411,3.6123260009870708
218.16580819053823,3.599340482179517
187.06809937505247,3.1125871725572791
191.35242421940779,3.1509493323426465
190.36342572066985,3.1429176355269153
214.48051166160519,3.5673535420275333
214.51411071836347,3.567644918320108
215.06208498615348,3.5724068865589627
215.27818855198541,3.5742814986524758
189.22209153955427,3.1348430091023984
188.97017071004998,3.1327978064384725
196.30348697087089,3.1905684705540116
215.58519382153773,3.5769507825413909
215.1642802917703,3.5732987158481562
189.66988244314945,3.1396668541347532
189.18175269154816,3.1357009325562002
190.93513068195597,3.1457618912278003
192.35690640447177,3.1573068168895069
214.14533937484308,3.5644586889441392
214.07610965738616,3.5638584343864879
187.32789898722876,3.1146920970960861
187.19006745072929,3.1135746499396544
217.31069985607573,3.5919299858912392
216.28822498997934,3.583053832922503
189.91575403999175,3.1374861408454624
214.43946865455027,3.5670106283393044
214.62315249463998,3.5686040798475243
187.07887200802941,3.1120773023453383
214.92908916705608,3.5712506936510788
189.19021489181583,3.1333932402105917
189.65915537669719,3.1371996583879556
214.86825472646353,3.5707230203253104
213.77597862183933,3.5612555215487607
194.26623335620357,3.1758275192359942
213.7795170164261,3.5612864411109086
196.49707196497036,3.1939617318129065
215.76308656613148,3.5784902640505014
188.79485105592494,3.1319673112570969
188.86655234575375,3.1325494285214082
215.36021517517881,3.5749951163560798
189.18417744830236,3.1357206655295071
215.1658336427937,3.5733014837278945
215.58743540170053,3.5769595227328499
189.67288445311729,3.1396912878505461
213.76823098095051,3.561187208786837
193.36426987434103,3.1703053964099097
191.67114926744085,3.1565340557847219
213.76670865692438,3.5611743712669255
214.74252320921411,3.5696294163091213
190.43115239901763,3.1440654426656045
214.69350803979262,3.5692042953260374
189.72725412419456,3.1383493988003863
188.10876695009631,3.1293430772887123
213.77439122622857,3.5612188225707189
194.2678087309786,3.1758403468774796
213.77729608192118,3.5612442398382838
196.49859437662786,3.1939741302656395
196.7447039541039,3.1947596987524109
188.94051476684785,3.1277797756513031
214.32428841683119,3.5659948421221235
192.10008405932567,3.1588220502309068
214.43513508764804,3.5669561443077469
190.92249981069276,3.1492510603823409
187.79141092647316,3.1267602702181936
214.1592013330193,3.5645811577810105
213.87650704145523,3.5621267239266015
218.16650539988791,3.5993511287117612
219.66245036661863,3.6123371494157666
187.96647638420771,3.1275964605628364
187.94603571608405,3.1274309420549908
187.68099735801746,3.1258624744980228
217.29925500561839,3.5918349767549365
187.7000998188546,3.1260174470481386
216.11535663857305,3.5815561860897032
215.1186303645521,3.572902492047739
189.47580936269952,3.1374969933044001
189.08619461771048,3.1343328110967681
215.45342535451502,3.5758069641754724
189.01693856098004,3.1313894911718667
189.45965631334636,3.1349823283264135
215.11801752602915,3.5728895353951993
191.07017346144917,3.1462598896134937
214.26020355589864,3.5654352055950138
214.13894579596575,3.5643832824663328
189.89481499242567,3.1367175974194836
188.92240667239707,3.1312198447209023
215.13061337056433,3.5730049437768567
215.05602179989376,3.5723579088076076
188.8352044744141,3.1305122296601979
192.35340735921753,3.1572783602831693
214.07060640792778,3.5637907666490607
190.93158823799777,3.1457330873081215
214.89307467532893,3.5709352946445367
214.74188287158759,3.5696238675373091
190.12767605143304,3.1404049284179902
215.12254910762931,3.5729230910817966
190.38735849937578,3.1454979347054532
214.81470191093533,3.5702521820995212
218.38943795999265,3.6012829377979814
217.22522620585963,3.5911781432050516
187.44640019497075,3.1162540504378713
187.42518485684928,3.1160822645520101
187.70775865940658,3.1260824203692494
221.94611785329968,3.6321613414089597
187.70983348239173,3.1260994425043416
219.93551719114052,3.6147056216660141
196.3050192336174,3.1905809423948743
194.07165776958328,3.1724365688959848
213.77840683572566,3.5612766132670353
213.78073352725602,3.5612970078053077
220.98462298953871,3.6238113386095212
189.70668559234372,3.1405594298694797
189.16802585205562,3.1361809634016451
215.58944825782027,3.5769748187502839
186.64680017333532,3.1085722826338569
186.65535718516389,3.1086423495175919
220.03380777754768,3.6155570085092097
218.32565298807455,3.6007269019728354
192.76938525167898,3.1600571539597611
213.76812572569369,3.5611633881420759
189.58385893477944,3.1335965816104325
190.93924691667172,3.1446000976537647
213.79089244006227,3.5613607161185508
214.26430652682905,3.5654747835771832
192.35792220021543,3.1585158715764781
214.32347020620813,3.5659877492564647
191.07143476227614,3.1480677820296981
190.58731961346916,3.14353734129427
214.32792977840447,3.5660433053565441
191.76800196313266,3.1531243957385571
194.30252091067672,3.1731076275074326
188.99066006229569,3.1323696990702694
188.90352440451758,3.1316624898376753
215.05583438956521,3.5723547488811036
215.1305044450211,3.5730024475542699
220.9851879546307,3.6238239916875692
220.03655744432555,3.6155809062066027
214.92985575106209,3.5712649951658797
189.25826479625704,3.1345418551952058
214.86919368659858,3.5707388330081571
189.726873262027,3.1383463005411731
221.94616383940001,3.6321617759711584
190.94364796199366,3.1446358664535015
189.58850212181341,3.1336343135029399
213.79727391669218,3.5614390568061247
213.77405767670268,3.5612378212676101
194.30588259158165,3.1731349712250041
213.77148470000446,3.561215857059548
213.77471241670705,3.5612442410699181
215.76303259038181,3.5784913734132453
215.36024374684376,3.5749969306612353
188.45241102702457,3.1262110775965457
188.52440733920886,3.126795036394185
196.80906178831719,3.1958899825263933
194.76032588850293,3.1810546438942695
192.81655718512371,3.1652477682544462
213.77108868842788,3.5612127647897633
193.36655150600313,3.1661070584392048
214.03692898559234,3.5635189228518649
191.35294104352317,3.1509535374610502
192.69150485767037,3.1618265837898036
214.2675958975789,3.5655201734734376
214.24788371945064,3.5653492662010704
191.67537348693526,3.1565684552146664
214.13982571028049,3.5643909162317446
214.26128288477105,3.5654445752603499
190.50510170983699,3.1470511881129899
187.70313834875896,3.1260421889780696
214.88987048810037,3.5709008451327238
187.79462334934396,3.1267864294594503
215.6700844860502,3.5776748290715972
213.77828304239515,3.5612528781593777
194.52404614578484,3.1773189603818692
196.80957087999525,3.1958941279464801
219.12504753263232,3.6076744922822126
186.66444592756343,3.1087166618712505
220.98848452465742,3.6238526821238479
186.65702085148845,3.108655856073713
218.39009212116699,3.6012901222662146
187.94011739329378,3.1273830726656486
221.62495496918632,3.6293753524640806
219.93481048315266,3.6146979674742852
187.04091519763566,3.1123676188002802
215.66884269028981,3.5776640330051532
187.96930684029385,3.1210934552644214
188.19564291884336,3.1229287598130919
215.96878625981753,3.5802786757826688
216.70544554990812,3.5866715355035139
215.12047158265133,3.5729050662726198
188.55093862757568,3.1258107707465865
189.09246079165138,3.1302049758752801
215.58703087103098,3.5769538348913192
196.74522270689215,3.1947639222960897
213.78114013084456,3.5613006039194417
194.45882125197625,3.1761851607203666
188.69156311504761,3.1317198524912193
188.86848063131447,3.1331564765925721
215.65828173443566,3.5775790099699902
216.23361553237902,3.5825710482879671
190.33113541501456,3.1438498408508271
214.89433029883074,3.5709461775800766
189.66418281877901,3.1384328118819571
193.3683007253878,3.1703382258792132
213.76635253416325,3.5611483681550129
213.76843062626722,3.561166034289144
215.67616633132565,3.5777476092333096
217.09228017028269,3.5900309152840899
216.20889383665252,3.5823634237622644
187.8583830952827,3.1195934410751254
187.64582656663617,3.1178699658738034
189.13601685361732,3.1317569960665135
215.45293118642408,3.5757950411995449
188.74493561811201,3.1285839162041333
192.69096645606007,3.16182220206663
194.4582872115306,3.1761808134536547
